,carbon,path,site,rotation,patch size,site_index
2235,5.4440662542345155,patches/Nestor Macias RGB_30_2235.png,Nestor Macias RGB,30,224,"(33, 24)"
2236,5.42356620487222,patches/Nestor Macias RGB_30_2236.png,Nestor Macias RGB,30,224,"(33, 25)"
2237,6.269615124784233,patches/Nestor Macias RGB_30_2237.png,Nestor Macias RGB,30,224,"(33, 26)"
2238,6.652805998142701,patches/Nestor Macias RGB_30_2238.png,Nestor Macias RGB,30,224,"(33, 27)"
2239,6.222695830291075,patches/Nestor Macias RGB_30_2239.png,Nestor Macias RGB,30,224,"(33, 28)"
2240,5.733661357607724,patches/Nestor Macias RGB_30_2240.png,Nestor Macias RGB,30,224,"(33, 29)"
2241,5.932395597875626,patches/Nestor Macias RGB_30_2241.png,Nestor Macias RGB,30,224,"(33, 30)"
2242,6.5396996702509185,patches/Nestor Macias RGB_30_2242.png,Nestor Macias RGB,30,224,"(33, 31)"
2243,6.7528503595810525,patches/Nestor Macias RGB_30_2243.png,Nestor Macias RGB,30,224,"(33, 32)"
2244,6.579145925530124,patches/Nestor Macias RGB_30_2244.png,Nestor Macias RGB,30,224,"(33, 33)"
2245,6.4200054243277735,patches/Nestor Macias RGB_30_2245.png,Nestor Macias RGB,30,224,"(33, 34)"
2246,6.3564882658442565,patches/Nestor Macias RGB_30_2246.png,Nestor Macias RGB,30,224,"(33, 35)"
2247,6.481436100805984,patches/Nestor Macias RGB_30_2247.png,Nestor Macias RGB,30,224,"(33, 36)"
2248,6.799638139287081,patches/Nestor Macias RGB_30_2248.png,Nestor Macias RGB,30,224,"(33, 37)"
2249,7.297847948314873,patches/Nestor Macias RGB_30_2249.png,Nestor Macias RGB,30,224,"(33, 38)"
2250,7.982139472262388,patches/Nestor Macias RGB_30_2250.png,Nestor Macias RGB,30,224,"(33, 39)"
2251,8.244464890544991,patches/Nestor Macias RGB_30_2251.png,Nestor Macias RGB,30,224,"(33, 40)"
2252,7.419668244962477,patches/Nestor Macias RGB_30_2252.png,Nestor Macias RGB,30,224,"(33, 41)"
2253,5.833944641708055,patches/Nestor Macias RGB_30_2253.png,Nestor Macias RGB,30,224,"(33, 42)"
2254,4.267450667000381,patches/Nestor Macias RGB_30_2254.png,Nestor Macias RGB,30,224,"(33, 43)"
2255,3.011672885841661,patches/Nestor Macias RGB_30_2255.png,Nestor Macias RGB,30,224,"(33, 44)"
2256,1.9840123507588991,patches/Nestor Macias RGB_30_2256.png,Nestor Macias RGB,30,224,"(33, 45)"
2297,5.200374445401681,patches/Nestor Macias RGB_30_2297.png,Nestor Macias RGB,30,224,"(34, 19)"
2298,6.728868245761973,patches/Nestor Macias RGB_30_2298.png,Nestor Macias RGB,30,224,"(34, 20)"
2299,8.255929073756048,patches/Nestor Macias RGB_30_2299.png,Nestor Macias RGB,30,224,"(34, 21)"
2300,8.476878869795913,patches/Nestor Macias RGB_30_2300.png,Nestor Macias RGB,30,224,"(34, 22)"
2301,7.1506007131498395,patches/Nestor Macias RGB_30_2301.png,Nestor Macias RGB,30,224,"(34, 23)"
2302,5.9982518693303275,patches/Nestor Macias RGB_30_2302.png,Nestor Macias RGB,30,224,"(34, 24)"
2303,6.133274559938024,patches/Nestor Macias RGB_30_2303.png,Nestor Macias RGB,30,224,"(34, 25)"
2304,6.667274150575891,patches/Nestor Macias RGB_30_2304.png,Nestor Macias RGB,30,224,"(34, 26)"
2305,6.414501290551802,patches/Nestor Macias RGB_30_2305.png,Nestor Macias RGB,30,224,"(34, 27)"
2306,5.516853311219037,patches/Nestor Macias RGB_30_2306.png,Nestor Macias RGB,30,224,"(34, 28)"
2307,5.102169983588247,patches/Nestor Macias RGB_30_2307.png,Nestor Macias RGB,30,224,"(34, 29)"
2308,5.918973750164966,patches/Nestor Macias RGB_30_2308.png,Nestor Macias RGB,30,224,"(34, 30)"
2309,7.18961112683821,patches/Nestor Macias RGB_30_2309.png,Nestor Macias RGB,30,224,"(34, 31)"
2310,7.709408089988619,patches/Nestor Macias RGB_30_2310.png,Nestor Macias RGB,30,224,"(34, 32)"
2311,7.693046772009627,patches/Nestor Macias RGB_30_2311.png,Nestor Macias RGB,30,224,"(34, 33)"
2312,7.811885895308666,patches/Nestor Macias RGB_30_2312.png,Nestor Macias RGB,30,224,"(34, 34)"
2313,7.966241008800579,patches/Nestor Macias RGB_30_2313.png,Nestor Macias RGB,30,224,"(34, 35)"
2314,7.876288909236753,patches/Nestor Macias RGB_30_2314.png,Nestor Macias RGB,30,224,"(34, 36)"
2315,7.538768573370365,patches/Nestor Macias RGB_30_2315.png,Nestor Macias RGB,30,224,"(34, 37)"
2316,7.516017350227084,patches/Nestor Macias RGB_30_2316.png,Nestor Macias RGB,30,224,"(34, 38)"
2317,8.188282093251223,patches/Nestor Macias RGB_30_2317.png,Nestor Macias RGB,30,224,"(34, 39)"
2318,8.61525365341875,patches/Nestor Macias RGB_30_2318.png,Nestor Macias RGB,30,224,"(34, 40)"
2319,7.768590658659937,patches/Nestor Macias RGB_30_2319.png,Nestor Macias RGB,30,224,"(34, 41)"
2320,5.982625692025777,patches/Nestor Macias RGB_30_2320.png,Nestor Macias RGB,30,224,"(34, 42)"
2321,4.225478534490116,patches/Nestor Macias RGB_30_2321.png,Nestor Macias RGB,30,224,"(34, 43)"
2322,2.925687314055067,patches/Nestor Macias RGB_30_2322.png,Nestor Macias RGB,30,224,"(34, 44)"
2364,4.655635388637881,patches/Nestor Macias RGB_30_2364.png,Nestor Macias RGB,30,224,"(35, 19)"
2365,6.611160399508059,patches/Nestor Macias RGB_30_2365.png,Nestor Macias RGB,30,224,"(35, 20)"
2366,8.581780154737531,patches/Nestor Macias RGB_30_2366.png,Nestor Macias RGB,30,224,"(35, 21)"
2367,8.944290608165867,patches/Nestor Macias RGB_30_2367.png,Nestor Macias RGB,30,224,"(35, 22)"
2368,7.760314046093588,patches/Nestor Macias RGB_30_2368.png,Nestor Macias RGB,30,224,"(35, 23)"
2369,6.875566352034766,patches/Nestor Macias RGB_30_2369.png,Nestor Macias RGB,30,224,"(35, 24)"
2370,7.012751309591638,patches/Nestor Macias RGB_30_2370.png,Nestor Macias RGB,30,224,"(35, 25)"
2371,7.134650890122567,patches/Nestor Macias RGB_30_2371.png,Nestor Macias RGB,30,224,"(35, 26)"
2372,6.345853490496412,patches/Nestor Macias RGB_30_2372.png,Nestor Macias RGB,30,224,"(35, 27)"
2373,5.08283503508744,patches/Nestor Macias RGB_30_2373.png,Nestor Macias RGB,30,224,"(35, 28)"
2374,4.605809763222198,patches/Nestor Macias RGB_30_2374.png,Nestor Macias RGB,30,224,"(35, 29)"
2375,5.60574239757456,patches/Nestor Macias RGB_30_2375.png,Nestor Macias RGB,30,224,"(35, 30)"
2376,7.06390296811552,patches/Nestor Macias RGB_30_2376.png,Nestor Macias RGB,30,224,"(35, 31)"
2377,7.722654814056394,patches/Nestor Macias RGB_30_2377.png,Nestor Macias RGB,30,224,"(35, 32)"
2378,8.076743931269807,patches/Nestor Macias RGB_30_2378.png,Nestor Macias RGB,30,224,"(35, 33)"
2379,8.839265175896214,patches/Nestor Macias RGB_30_2379.png,Nestor Macias RGB,30,224,"(35, 34)"
2380,9.367392981391308,patches/Nestor Macias RGB_30_2380.png,Nestor Macias RGB,30,224,"(35, 35)"
2381,8.918822551042966,patches/Nestor Macias RGB_30_2381.png,Nestor Macias RGB,30,224,"(35, 36)"
2382,7.836719834943137,patches/Nestor Macias RGB_30_2382.png,Nestor Macias RGB,30,224,"(35, 37)"
2383,7.466703355435213,patches/Nestor Macias RGB_30_2383.png,Nestor Macias RGB,30,224,"(35, 38)"
2384,8.354615540814784,patches/Nestor Macias RGB_30_2384.png,Nestor Macias RGB,30,224,"(35, 39)"
2385,9.028390167807538,patches/Nestor Macias RGB_30_2385.png,Nestor Macias RGB,30,224,"(35, 40)"
2386,8.145644584528958,patches/Nestor Macias RGB_30_2386.png,Nestor Macias RGB,30,224,"(35, 41)"
2387,6.23798871643379,patches/Nestor Macias RGB_30_2387.png,Nestor Macias RGB,30,224,"(35, 42)"
2388,4.44892418157572,patches/Nestor Macias RGB_30_2388.png,Nestor Macias RGB,30,224,"(35, 43)"
2389,3.1153343940216187,patches/Nestor Macias RGB_30_2389.png,Nestor Macias RGB,30,224,"(35, 44)"
2430,3.2223604348278694,patches/Nestor Macias RGB_30_2430.png,Nestor Macias RGB,30,224,"(36, 18)"
2431,4.448079293593806,patches/Nestor Macias RGB_30_2431.png,Nestor Macias RGB,30,224,"(36, 19)"
2432,6.581910005228939,patches/Nestor Macias RGB_30_2432.png,Nestor Macias RGB,30,224,"(36, 20)"
2433,8.660308831489377,patches/Nestor Macias RGB_30_2433.png,Nestor Macias RGB,30,224,"(36, 21)"
2434,9.173452338072034,patches/Nestor Macias RGB_30_2434.png,Nestor Macias RGB,30,224,"(36, 22)"
2435,8.40269228905516,patches/Nestor Macias RGB_30_2435.png,Nestor Macias RGB,30,224,"(36, 23)"
2436,7.842267519889813,patches/Nestor Macias RGB_30_2436.png,Nestor Macias RGB,30,224,"(36, 24)"
2437,7.821269666244854,patches/Nestor Macias RGB_30_2437.png,Nestor Macias RGB,30,224,"(36, 25)"
2438,7.540874158094634,patches/Nestor Macias RGB_30_2438.png,Nestor Macias RGB,30,224,"(36, 26)"
2439,6.487868376001317,patches/Nestor Macias RGB_30_2439.png,Nestor Macias RGB,30,224,"(36, 27)"
2440,5.108519351114945,patches/Nestor Macias RGB_30_2440.png,Nestor Macias RGB,30,224,"(36, 28)"
2441,4.506850858575144,patches/Nestor Macias RGB_30_2441.png,Nestor Macias RGB,30,224,"(36, 29)"
2442,5.318380011860033,patches/Nestor Macias RGB_30_2442.png,Nestor Macias RGB,30,224,"(36, 30)"
2443,6.6265041405751,patches/Nestor Macias RGB_30_2443.png,Nestor Macias RGB,30,224,"(36, 31)"
2444,7.388256315965367,patches/Nestor Macias RGB_30_2444.png,Nestor Macias RGB,30,224,"(36, 32)"
2445,8.21842844170258,patches/Nestor Macias RGB_30_2445.png,Nestor Macias RGB,30,224,"(36, 33)"
2446,9.495303712192165,patches/Nestor Macias RGB_30_2446.png,Nestor Macias RGB,30,224,"(36, 34)"
2447,9.977868979715257,patches/Nestor Macias RGB_30_2447.png,Nestor Macias RGB,30,224,"(36, 35)"
2448,8.957290507604158,patches/Nestor Macias RGB_30_2448.png,Nestor Macias RGB,30,224,"(36, 36)"
2449,7.444586336315867,patches/Nestor Macias RGB_30_2449.png,Nestor Macias RGB,30,224,"(36, 37)"
2450,7.080684163824636,patches/Nestor Macias RGB_30_2450.png,Nestor Macias RGB,30,224,"(36, 38)"
2451,8.132096725850268,patches/Nestor Macias RGB_30_2451.png,Nestor Macias RGB,30,224,"(36, 39)"
2452,8.86271061872437,patches/Nestor Macias RGB_30_2452.png,Nestor Macias RGB,30,224,"(36, 40)"
2453,7.943515646499025,patches/Nestor Macias RGB_30_2453.png,Nestor Macias RGB,30,224,"(36, 41)"
2454,6.067432740672109,patches/Nestor Macias RGB_30_2454.png,Nestor Macias RGB,30,224,"(36, 42)"
2455,4.396868250484339,patches/Nestor Macias RGB_30_2455.png,Nestor Macias RGB,30,224,"(36, 43)"
2456,3.1051579738504405,patches/Nestor Macias RGB_30_2456.png,Nestor Macias RGB,30,224,"(36, 44)"
2497,3.7628250115908486,patches/Nestor Macias RGB_30_2497.png,Nestor Macias RGB,30,224,"(37, 18)"
2498,4.879647888559119,patches/Nestor Macias RGB_30_2498.png,Nestor Macias RGB,30,224,"(37, 19)"
2499,6.731478154171731,patches/Nestor Macias RGB_30_2499.png,Nestor Macias RGB,30,224,"(37, 20)"
2500,8.405864531601981,patches/Nestor Macias RGB_30_2500.png,Nestor Macias RGB,30,224,"(37, 21)"
2501,8.934536413754596,patches/Nestor Macias RGB_30_2501.png,Nestor Macias RGB,30,224,"(37, 22)"
2502,8.707381658398303,patches/Nestor Macias RGB_30_2502.png,Nestor Macias RGB,30,224,"(37, 23)"
2503,8.478143683078228,patches/Nestor Macias RGB_30_2503.png,Nestor Macias RGB,30,224,"(37, 24)"
2504,8.243199741756738,patches/Nestor Macias RGB_30_2504.png,Nestor Macias RGB,30,224,"(37, 25)"
2505,7.709997910248166,patches/Nestor Macias RGB_30_2505.png,Nestor Macias RGB,30,224,"(37, 26)"
2506,6.754530699330718,patches/Nestor Macias RGB_30_2506.png,Nestor Macias RGB,30,224,"(37, 27)"
2507,5.649019357605905,patches/Nestor Macias RGB_30_2507.png,Nestor Macias RGB,30,224,"(37, 28)"
2508,5.113682877647993,patches/Nestor Macias RGB_30_2508.png,Nestor Macias RGB,30,224,"(37, 29)"
2509,5.642285208772965,patches/Nestor Macias RGB_30_2509.png,Nestor Macias RGB,30,224,"(37, 30)"
2510,6.632361955870945,patches/Nestor Macias RGB_30_2510.png,Nestor Macias RGB,30,224,"(37, 31)"
2511,7.432807303946338,patches/Nestor Macias RGB_30_2511.png,Nestor Macias RGB,30,224,"(37, 32)"
2512,8.535223028203525,patches/Nestor Macias RGB_30_2512.png,Nestor Macias RGB,30,224,"(37, 33)"
2513,9.728047852303964,patches/Nestor Macias RGB_30_2513.png,Nestor Macias RGB,30,224,"(37, 34)"
2514,9.58670781187543,patches/Nestor Macias RGB_30_2514.png,Nestor Macias RGB,30,224,"(37, 35)"
2515,8.110041263337793,patches/Nestor Macias RGB_30_2515.png,Nestor Macias RGB,30,224,"(37, 36)"
2516,6.7992036148925195,patches/Nestor Macias RGB_30_2516.png,Nestor Macias RGB,30,224,"(37, 37)"
2517,6.740272197275639,patches/Nestor Macias RGB_30_2517.png,Nestor Macias RGB,30,224,"(37, 38)"
2518,7.730255898254843,patches/Nestor Macias RGB_30_2518.png,Nestor Macias RGB,30,224,"(37, 39)"
2519,8.328177209883275,patches/Nestor Macias RGB_30_2519.png,Nestor Macias RGB,30,224,"(37, 40)"
2520,7.449354792386504,patches/Nestor Macias RGB_30_2520.png,Nestor Macias RGB,30,224,"(37, 41)"
2521,5.651614193346949,patches/Nestor Macias RGB_30_2521.png,Nestor Macias RGB,30,224,"(37, 42)"
2522,3.997011413255136,patches/Nestor Macias RGB_30_2522.png,Nestor Macias RGB,30,224,"(37, 43)"
2523,2.7061126582183004,patches/Nestor Macias RGB_30_2523.png,Nestor Macias RGB,30,224,"(37, 44)"
2564,4.664779589628571,patches/Nestor Macias RGB_30_2564.png,Nestor Macias RGB,30,224,"(38, 18)"
2565,5.468911739079706,patches/Nestor Macias RGB_30_2565.png,Nestor Macias RGB,30,224,"(38, 19)"
2566,6.753708093644105,patches/Nestor Macias RGB_30_2566.png,Nestor Macias RGB,30,224,"(38, 20)"
2567,7.842240143608842,patches/Nestor Macias RGB_30_2567.png,Nestor Macias RGB,30,224,"(38, 21)"
2568,8.355256006144504,patches/Nestor Macias RGB_30_2568.png,Nestor Macias RGB,30,224,"(38, 22)"
2569,8.622614164558195,patches/Nestor Macias RGB_30_2569.png,Nestor Macias RGB,30,224,"(38, 23)"
2570,8.61413362928502,patches/Nestor Macias RGB_30_2570.png,Nestor Macias RGB,30,224,"(38, 24)"
2571,8.209891414203131,patches/Nestor Macias RGB_30_2571.png,Nestor Macias RGB,30,224,"(38, 25)"
2572,7.696838359215181,patches/Nestor Macias RGB_30_2572.png,Nestor Macias RGB,30,224,"(38, 26)"
2573,7.200147351287246,patches/Nestor Macias RGB_30_2573.png,Nestor Macias RGB,30,224,"(38, 27)"
2574,6.715874400771764,patches/Nestor Macias RGB_30_2574.png,Nestor Macias RGB,30,224,"(38, 28)"
2575,6.476711429241035,patches/Nestor Macias RGB_30_2575.png,Nestor Macias RGB,30,224,"(38, 29)"
2576,6.740401855229115,patches/Nestor Macias RGB_30_2576.png,Nestor Macias RGB,30,224,"(38, 30)"
2577,7.317259591339432,patches/Nestor Macias RGB_30_2577.png,Nestor Macias RGB,30,224,"(38, 31)"
2578,8.004624032696999,patches/Nestor Macias RGB_30_2578.png,Nestor Macias RGB,30,224,"(38, 32)"
2579,8.937428998720126,patches/Nestor Macias RGB_30_2579.png,Nestor Macias RGB,30,224,"(38, 33)"
2580,9.404757812417568,patches/Nestor Macias RGB_30_2580.png,Nestor Macias RGB,30,224,"(38, 34)"
2581,8.473224740985694,patches/Nestor Macias RGB_30_2581.png,Nestor Macias RGB,30,224,"(38, 35)"
2582,7.0737196489600835,patches/Nestor Macias RGB_30_2582.png,Nestor Macias RGB,30,224,"(38, 36)"
2583,6.54676601538972,patches/Nestor Macias RGB_30_2583.png,Nestor Macias RGB,30,224,"(38, 37)"
2584,6.898578371930837,patches/Nestor Macias RGB_30_2584.png,Nestor Macias RGB,30,224,"(38, 38)"
2585,7.680190016099859,patches/Nestor Macias RGB_30_2585.png,Nestor Macias RGB,30,224,"(38, 39)"
2586,8.143991352565335,patches/Nestor Macias RGB_30_2586.png,Nestor Macias RGB,30,224,"(38, 40)"
2587,7.385336630858179,patches/Nestor Macias RGB_30_2587.png,Nestor Macias RGB,30,224,"(38, 41)"
2588,5.524697378548574,patches/Nestor Macias RGB_30_2588.png,Nestor Macias RGB,30,224,"(38, 42)"
2589,3.587991498812575,patches/Nestor Macias RGB_30_2589.png,Nestor Macias RGB,30,224,"(38, 43)"
2629,4.145083142439147,patches/Nestor Macias RGB_30_2629.png,Nestor Macias RGB,30,224,"(39, 16)"
2630,4.847088457278022,patches/Nestor Macias RGB_30_2630.png,Nestor Macias RGB,30,224,"(39, 17)"
2631,5.087944407337187,patches/Nestor Macias RGB_30_2631.png,Nestor Macias RGB,30,224,"(39, 18)"
2632,5.507984757284872,patches/Nestor Macias RGB_30_2632.png,Nestor Macias RGB,30,224,"(39, 19)"
2633,6.316833620170958,patches/Nestor Macias RGB_30_2633.png,Nestor Macias RGB,30,224,"(39, 20)"
2634,7.049863372205633,patches/Nestor Macias RGB_30_2634.png,Nestor Macias RGB,30,224,"(39, 21)"
2635,7.6422468330670625,patches/Nestor Macias RGB_30_2635.png,Nestor Macias RGB,30,224,"(39, 22)"
2636,8.234467758098834,patches/Nestor Macias RGB_30_2636.png,Nestor Macias RGB,30,224,"(39, 23)"
2637,8.326217682703037,patches/Nestor Macias RGB_30_2637.png,Nestor Macias RGB,30,224,"(39, 24)"
2638,7.9605274086600035,patches/Nestor Macias RGB_30_2638.png,Nestor Macias RGB,30,224,"(39, 25)"
2639,7.832999055190625,patches/Nestor Macias RGB_30_2639.png,Nestor Macias RGB,30,224,"(39, 26)"
2640,8.005611572857148,patches/Nestor Macias RGB_30_2640.png,Nestor Macias RGB,30,224,"(39, 27)"
2641,8.141791010372616,patches/Nestor Macias RGB_30_2641.png,Nestor Macias RGB,30,224,"(39, 28)"
2642,8.153398652937408,patches/Nestor Macias RGB_30_2642.png,Nestor Macias RGB,30,224,"(39, 29)"
2643,8.196357879758011,patches/Nestor Macias RGB_30_2643.png,Nestor Macias RGB,30,224,"(39, 30)"
2644,8.454084033906668,patches/Nestor Macias RGB_30_2644.png,Nestor Macias RGB,30,224,"(39, 31)"
2645,8.928630574384888,patches/Nestor Macias RGB_30_2645.png,Nestor Macias RGB,30,224,"(39, 32)"
2646,9.256971614606266,patches/Nestor Macias RGB_30_2646.png,Nestor Macias RGB,30,224,"(39, 33)"
2647,8.68725123135581,patches/Nestor Macias RGB_30_2647.png,Nestor Macias RGB,30,224,"(39, 34)"
2648,7.2795706854927715,patches/Nestor Macias RGB_30_2648.png,Nestor Macias RGB,30,224,"(39, 35)"
2649,6.524755607837008,patches/Nestor Macias RGB_30_2649.png,Nestor Macias RGB,30,224,"(39, 36)"
2650,6.991057354227186,patches/Nestor Macias RGB_30_2650.png,Nestor Macias RGB,30,224,"(39, 37)"
2651,7.6717490630379155,patches/Nestor Macias RGB_30_2651.png,Nestor Macias RGB,30,224,"(39, 38)"
2652,8.206489378659441,patches/Nestor Macias RGB_30_2652.png,Nestor Macias RGB,30,224,"(39, 39)"
2653,8.566111630613147,patches/Nestor Macias RGB_30_2653.png,Nestor Macias RGB,30,224,"(39, 40)"
2654,7.870067767860601,patches/Nestor Macias RGB_30_2654.png,Nestor Macias RGB,30,224,"(39, 41)"
2655,5.776720381349001,patches/Nestor Macias RGB_30_2655.png,Nestor Macias RGB,30,224,"(39, 42)"
2656,3.4219379751480696,patches/Nestor Macias RGB_30_2656.png,Nestor Macias RGB,30,224,"(39, 43)"
2696,4.462102029441479,patches/Nestor Macias RGB_30_2696.png,Nestor Macias RGB,30,224,"(40, 16)"
2697,4.6881794581254805,patches/Nestor Macias RGB_30_2697.png,Nestor Macias RGB,30,224,"(40, 17)"
2698,4.621429331929957,patches/Nestor Macias RGB_30_2698.png,Nestor Macias RGB,30,224,"(40, 18)"
2699,4.822173443468257,patches/Nestor Macias RGB_30_2699.png,Nestor Macias RGB,30,224,"(40, 19)"
2700,5.432395251618001,patches/Nestor Macias RGB_30_2700.png,Nestor Macias RGB,30,224,"(40, 20)"
2701,6.071812555668121,patches/Nestor Macias RGB_30_2701.png,Nestor Macias RGB,30,224,"(40, 21)"
2702,6.72484596548244,patches/Nestor Macias RGB_30_2702.png,Nestor Macias RGB,30,224,"(40, 22)"
2703,7.4136546412073585,patches/Nestor Macias RGB_30_2703.png,Nestor Macias RGB,30,224,"(40, 23)"
2704,7.655646519515187,patches/Nestor Macias RGB_30_2704.png,Nestor Macias RGB,30,224,"(40, 24)"
2705,7.732398114394417,patches/Nestor Macias RGB_30_2705.png,Nestor Macias RGB,30,224,"(40, 25)"
2706,8.294884094863406,patches/Nestor Macias RGB_30_2706.png,Nestor Macias RGB,30,224,"(40, 26)"
2707,9.028055519524068,patches/Nestor Macias RGB_30_2707.png,Nestor Macias RGB,30,224,"(40, 27)"
2708,9.383043048592235,patches/Nestor Macias RGB_30_2708.png,Nestor Macias RGB,30,224,"(40, 28)"
2709,9.363016591067376,patches/Nestor Macias RGB_30_2709.png,Nestor Macias RGB,30,224,"(40, 29)"
2710,9.291104627281712,patches/Nestor Macias RGB_30_2710.png,Nestor Macias RGB,30,224,"(40, 30)"
2711,9.504535148949605,patches/Nestor Macias RGB_30_2711.png,Nestor Macias RGB,30,224,"(40, 31)"
2712,9.82759974461621,patches/Nestor Macias RGB_30_2712.png,Nestor Macias RGB,30,224,"(40, 32)"
2713,9.478858272465063,patches/Nestor Macias RGB_30_2713.png,Nestor Macias RGB,30,224,"(40, 33)"
2714,8.089128953362867,patches/Nestor Macias RGB_30_2714.png,Nestor Macias RGB,30,224,"(40, 34)"
2715,6.666304958180146,patches/Nestor Macias RGB_30_2715.png,Nestor Macias RGB,30,224,"(40, 35)"
2716,6.727372437073928,patches/Nestor Macias RGB_30_2716.png,Nestor Macias RGB,30,224,"(40, 36)"
2717,7.965604349695661,patches/Nestor Macias RGB_30_2717.png,Nestor Macias RGB,30,224,"(40, 37)"
2718,8.775983244355913,patches/Nestor Macias RGB_30_2718.png,Nestor Macias RGB,30,224,"(40, 38)"
2719,9.014509096433233,patches/Nestor Macias RGB_30_2719.png,Nestor Macias RGB,30,224,"(40, 39)"
2720,9.158331256496483,patches/Nestor Macias RGB_30_2720.png,Nestor Macias RGB,30,224,"(40, 40)"
2721,8.354002538538376,patches/Nestor Macias RGB_30_2721.png,Nestor Macias RGB,30,224,"(40, 41)"
2722,6.026125682748235,patches/Nestor Macias RGB_30_2722.png,Nestor Macias RGB,30,224,"(40, 42)"
2723,3.445887306067055,patches/Nestor Macias RGB_30_2723.png,Nestor Macias RGB,30,224,"(40, 43)"
2762,3.785675763338671,patches/Nestor Macias RGB_30_2762.png,Nestor Macias RGB,30,224,"(41, 15)"
2765,3.6024137654977757,patches/Nestor Macias RGB_30_2765.png,Nestor Macias RGB,30,224,"(41, 18)"
2766,3.826739235265386,patches/Nestor Macias RGB_30_2766.png,Nestor Macias RGB,30,224,"(41, 19)"
2767,4.41556518699735,patches/Nestor Macias RGB_30_2767.png,Nestor Macias RGB,30,224,"(41, 20)"
2768,4.989607492622371,patches/Nestor Macias RGB_30_2768.png,Nestor Macias RGB,30,224,"(41, 21)"
2769,5.517072400614269,patches/Nestor Macias RGB_30_2769.png,Nestor Macias RGB,30,224,"(41, 22)"
2770,6.147509297900912,patches/Nestor Macias RGB_30_2770.png,Nestor Macias RGB,30,224,"(41, 23)"
2771,6.7783033716113446,patches/Nestor Macias RGB_30_2771.png,Nestor Macias RGB,30,224,"(41, 24)"
2772,7.661150810260164,patches/Nestor Macias RGB_30_2772.png,Nestor Macias RGB,30,224,"(41, 25)"
2773,8.871983337727679,patches/Nestor Macias RGB_30_2773.png,Nestor Macias RGB,30,224,"(41, 26)"
2774,9.733856484791655,patches/Nestor Macias RGB_30_2774.png,Nestor Macias RGB,30,224,"(41, 27)"
2775,9.855145843548875,patches/Nestor Macias RGB_30_2775.png,Nestor Macias RGB,30,224,"(41, 28)"
2776,9.594796648198894,patches/Nestor Macias RGB_30_2776.png,Nestor Macias RGB,30,224,"(41, 29)"
2777,9.461493147376077,patches/Nestor Macias RGB_30_2777.png,Nestor Macias RGB,30,224,"(41, 30)"
2778,9.750588900984267,patches/Nestor Macias RGB_30_2778.png,Nestor Macias RGB,30,224,"(41, 31)"
2779,10.07828970444387,patches/Nestor Macias RGB_30_2779.png,Nestor Macias RGB,30,224,"(41, 32)"
2780,9.494337979890137,patches/Nestor Macias RGB_30_2780.png,Nestor Macias RGB,30,224,"(41, 33)"
2781,7.9116858524137585,patches/Nestor Macias RGB_30_2781.png,Nestor Macias RGB,30,224,"(41, 34)"
2782,6.727220172912875,patches/Nestor Macias RGB_30_2782.png,Nestor Macias RGB,30,224,"(41, 35)"
2783,7.259770330533788,patches/Nestor Macias RGB_30_2783.png,Nestor Macias RGB,30,224,"(41, 36)"
2784,8.767946811636001,patches/Nestor Macias RGB_30_2784.png,Nestor Macias RGB,30,224,"(41, 37)"
2785,9.515522317520293,patches/Nestor Macias RGB_30_2785.png,Nestor Macias RGB,30,224,"(41, 38)"
2786,9.47680560517218,patches/Nestor Macias RGB_30_2786.png,Nestor Macias RGB,30,224,"(41, 39)"
2787,9.362768409920568,patches/Nestor Macias RGB_30_2787.png,Nestor Macias RGB,30,224,"(41, 40)"
2788,8.416535796508333,patches/Nestor Macias RGB_30_2788.png,Nestor Macias RGB,30,224,"(41, 41)"
2789,6.029646068621346,patches/Nestor Macias RGB_30_2789.png,Nestor Macias RGB,30,224,"(41, 42)"
2790,3.518300513067701,patches/Nestor Macias RGB_30_2790.png,Nestor Macias RGB,30,224,"(41, 43)"
2791,1.9325837295315818,patches/Nestor Macias RGB_30_2791.png,Nestor Macias RGB,30,224,"(41, 44)"
2834,3.557964635239916,patches/Nestor Macias RGB_30_2834.png,Nestor Macias RGB,30,224,"(42, 20)"
2835,3.9410794106764806,patches/Nestor Macias RGB_30_2835.png,Nestor Macias RGB,30,224,"(42, 21)"
2836,4.217843092007846,patches/Nestor Macias RGB_30_2836.png,Nestor Macias RGB,30,224,"(42, 22)"
2837,4.845410805471627,patches/Nestor Macias RGB_30_2837.png,Nestor Macias RGB,30,224,"(42, 23)"
2838,6.07833140087134,patches/Nestor Macias RGB_30_2838.png,Nestor Macias RGB,30,224,"(42, 24)"
2839,7.732958531276909,patches/Nestor Macias RGB_30_2839.png,Nestor Macias RGB,30,224,"(42, 25)"
2840,9.111458658663524,patches/Nestor Macias RGB_30_2840.png,Nestor Macias RGB,30,224,"(42, 26)"
2841,9.599794940803807,patches/Nestor Macias RGB_30_2841.png,Nestor Macias RGB,30,224,"(42, 27)"
2842,9.347150520688666,patches/Nestor Macias RGB_30_2842.png,Nestor Macias RGB,30,224,"(42, 28)"
2843,8.891947159393592,patches/Nestor Macias RGB_30_2843.png,Nestor Macias RGB,30,224,"(42, 29)"
2844,8.615329446359624,patches/Nestor Macias RGB_30_2844.png,Nestor Macias RGB,30,224,"(42, 30)"
